FID,oid,idk,men,men_occ5,pt_men_occ5,geometry
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2855,37175,N15273E19221-N15273E19221,87,62,71.264368,"MULTIPOLYGON (((720115.5037580162 7034363.336325273, 720315.0045162921 7034382.390966434, 720296.1270254098 7034581.652027154, 720096.6163176086 7034562.607438785, 720115.5037580162 7034363.336325273)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2856,37176,N15273E19222-N15273E19222,22,17,77.272727,"MULTIPOLYGON (((720315.0045162921 7034382.390966434, 720514.5151923622 7034401.435499074, 720495.6377406694 7034600.696586317, 720296.1270254098 7034581.652027154, 720315.0045162921 7034382.390966434)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2857,37177,N15273E19223-N15273E19223,17,11,64.705882,"MULTIPOLYGON (((720514.5151923622 7034401.435499074, 720714.0258758885 7034420.480002503, 720695.1385530524 7034619.751195588, 720495.6377406694 7034600.696586317, 720514.5151923622 7034401.435499074)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2858,37178,N15273E19228-N15274E19232,23,17,73.913043,"MULTIPOLYGON (((721511.931543713 7034496.877404464, 722509.4711113423 7034592.080043193, 722471.7169087346 7034990.612806193, 721474.1669043882 7034895.410244311, 721511.931543713 7034496.877404464)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2859,37179,N15273E19233-N15274E19233,21,15,71.428571,"MULTIPOLYGON (((722509.4711113423 7034592.080043193, 722708.972985464 7034611.112523849, 722671.2189556898 7035009.655283233, 722471.7169087346 7034990.612806193, 722509.4711113423 7034592.080043193)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_285a,37180,N15273E19234-N15274E19234,16,12,75,"MULTIPOLYGON (((722708.972985464 7034611.112523849, 722908.484947211 7034630.15488078, 722870.730921366 7035028.687646846, 722671.2189556898 7035009.655283233, 722708.972985464 7034611.112523849)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_285b,37181,N15273E19236-N15273E19236,19,15,78.947368,"MULTIPOLYGON (((723107.9868380175 7034649.1872934615, 723307.4988164494 7034668.229582421, 723288.6218538061 7034867.490952676, 723089.1099156428 7034848.458657807, 723107.9868380175 7034649.1872934615)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_285c,37182,N15273E19237-N15276E19237,20,16,80,"MULTIPOLYGON (((723307.4988164494 7034668.229582421, 723507.000723931 7034687.261927131, 723431.5033332985 7035484.347508565, 723231.9911697415 7035465.305250545, 723307.4988164494 7034668.229582421)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_285d,37183,N15273E19238-N15277E19239,11,8,72.727273,"MULTIPOLYGON (((723507.000723931 7034687.261927131, 723906.0146431854 7034725.33642485, 723811.640743067 7035721.683519935, 723412.6263818401 7035683.609014612, 723507.000723931 7034687.261927131)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_285e,37184,N15273E19248-N15275E19251,20,13,65,"MULTIPOLYGON (((725502.0803101121 7034877.592992341, 726300.1083456575 7034953.720502763, 726243.4996649787 7035551.534563982, 725445.4611886581 7035475.4171240935, 725502.0803101121 7034877.592992341)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_285f,37185,N15273E19253-N15273E19254,33,26,78.787879,"MULTIPOLYGON (((726499.6102933864 7034972.742342875, 726898.6242930511 7035010.795831382, 726879.7582897638 7035210.077120218, 726480.7441171916 7035172.013635391, 726499.6102933864 7034972.742342875)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2860,37186,N15273E19261-N15274E19261,19,18,94.736842,"MULTIPOLYGON (((728095.6664909325 7035124.955481337, 728295.1685132178 7035143.977015624, 728257.4469431466 7035542.519562958, 728057.9348376124 7035523.498111849, 728095.6664909325 7035124.955481337)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2861,37187,N15273E19262-N15273E19262,19,13,68.421053,"MULTIPOLYGON (((728295.1685132178 7035143.977015624, 728494.5333113383 7035163.299651892, 728475.6674519865 7035362.570874104, 728276.3027348641 7035343.248314727, 728295.1685132178 7035143.977015624)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2862,37188,N15273E19263-N15274E19263,103,19,18.446602,"MULTIPOLYGON (((728494.5333113383 7035163.299651892, 728694.0367468958 7035182.32199817, 728656.3051814877 7035580.874457008, 728456.9491466115 7035561.551067414, 728494.5333113383 7035163.299651892)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2863,37189,N15273E19264-N15273E19264,16,12,75,"MULTIPOLYGON (((728694.0367468958 7035182.32199817, 728893.540189579 7035201.344308895, 728874.6844009643 7035400.615430781, 728675.1709254606 7035381.593212513, 728694.0367468958 7035182.32199817)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2864,37190,N15273E19315-N15273E19317,22,18,81.818182,"MULTIPOLYGON (((738868.7149288112 7036152.075144773, 739467.2269464243 7036209.068465478, 739448.3931699998 7036408.348973853, 738849.8710494223 7036351.355756181, 738868.7149288112 7036152.075144773)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2865,37191,N15273E19318-N15273E19318,54,42,77.777778,"MULTIPOLYGON (((739467.2269464243 7036209.068465478, 739666.7409041801 7036228.059420862, 739647.8971688383 7036427.340007757, 739448.3931699998 7036408.348973853, 739467.2269464243 7036209.068465478)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2866,37192,N15273E19319-N15273E19319,24,18,75,"MULTIPOLYGON (((739666.7409041801 7036228.059420862, 739866.244958317 7036247.060420549, 739847.4012589873 7036446.341001315, 739647.8971688383 7036427.340007757, 739666.7409041801 7036228.059420862)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2867,37193,N15273E19320-N15273E19320,34,26,76.470588,"MULTIPOLYGON (((739866.244958317 7036247.060420549, 740065.7489345074 7036266.051390264, 740046.9152661214 7036465.331880238, 739847.4012589873 7036446.341001315, 739866.244958317 7036247.060420549)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2868,37194,N15273E19321-N15273E19321,28,12,42.857143,"MULTIPOLYGON (((740065.7489345074 7036266.051390264, 740265.252917376 7036285.0423248205, 740246.4192850033 7036484.322808657, 740046.9152661214 7036465.331880238, 740065.7489345074 7036266.051390264)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2869,37195,N15273E19322-N15273E19323,55,32,58.181818,"MULTIPOLYGON (((740265.252917376 7036285.0423248205, 740664.2708980734 7036323.024003807, 740645.4274274337 7036522.314554839, 740246.4192850033 7036484.322808657, 740265.252917376 7036285.0423248205)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_286a,37196,N15274E18673-N15277E18673,25,16,64,"MULTIPOLYGON (((610763.3303897518 7024040.704621684, 610962.8476121628 7024060.055125075, 610886.3575074158 7024856.611659333, 610686.8402361101 7024837.261039901, 610763.3303897518 7024040.704621684)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_286b,37197,N15274E18675-N15274E18677,11,8,72.727273,"MULTIPOLYGON (((611162.364753082 7024079.395606485, 611760.9163564522 7024137.436874656, 611741.7939244297 7024336.581080227, 611143.2422843871 7024278.539725039, 611162.364753082 7024079.395606485)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_286c,37198,N15274E18732-N15275E18733,17,12,70.588235,"MULTIPOLYGON (((622535.2253685162 7025181.243487816, 622934.2604983277 7025219.870604392, 622896.0666941644 7025618.181598918, 622497.0315271561 7025579.554412556, 622535.2253685162 7025181.243487816)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_286d,37199,N15274E18764-N15278E18770,24,19,79.166667,"MULTIPOLYGON (((628919.867619902 7025799.082789156, 630316.5060470422 7025934.158850926, 630221.0885550916 7026929.978572568, 628824.4393699236 7026794.902318299, 628919.867619902 7025799.082789156)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_286e,37200,N15274E18771-N15276E18774,21,12,57.142857,"MULTIPOLYGON (((630316.5060470422 7025934.158850926, 631114.579414844 7026011.330228634, 631057.3351579077 7026608.818011199, 630259.2515337465 7026531.646622634, 630316.5060470422 7025934.158850926)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_286f,37201,N15274E18832-N15275E18834,13,8,61.538462,"MULTIPOLYGON (((642487.1037962331 7027110.149879456, 643085.6300271761 7027167.958462901, 643047.5194028701 7027566.310221893, 642448.9931774472 7027508.501631275, 642487.1037962331 7027110.149879456)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2870,37202,N15274E18915-N15276E18915,13,9,69.230769,"MULTIPOLYGON (((659046.8345743897 7028707.126775299, 659246.3539813599 7028726.340492659, 659189.2900586894 7029323.929224821, 658989.7705733184 7029304.715461554, 659046.8345743897 7028707.126775299)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2871,37203,N15274E18918-N15278E18919,16,13,81.25,"MULTIPOLYGON (((659645.3828165393 7028764.767918679, 660044.4117568717 7028803.205215718, 659949.3224573518 7029799.196750747, 659550.2832609791 7029760.759384681, 659645.3828165393 7028764.767918679)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2872,37204,N15274E18936-N15276E18937,20,16,80,"MULTIPOLYGON (((663236.6630256656 7029110.57903877, 663635.6919050934 7029148.985239325, 663578.6598593554 7029746.594717942, 663179.63073915 7029708.178431094, 663236.6630256656 7029110.57903877)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2873,37205,N15274E18938-N15274E18938,23,18,78.26087,"MULTIPOLYGON (((663635.6919050934 7029148.985239325, 663835.2113500966 7029168.188251211, 663816.2040590842 7029367.394698719, 663616.6845879413 7029348.191671553, 663635.6919050934 7029148.985239325)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2874,37206,N15274E18990-N15276E18990,38,21,55.263158,"MULTIPOLYGON (((674010.267507983 7030146.973884266, 674209.7759381308 7030166.157310387, 674152.8182584648 7030763.788572141, 673953.2998315321 7030744.615168607, 674010.267507983 7030146.973884266)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2875,37207,N15274E18991-N15274E18991,13,12,92.307692,"MULTIPOLYGON (((674209.7759381308 7030166.157310387, 674409.2942847064 7030185.33062757, 674390.3084819014 7030384.547699737, 674190.7900225953 7030365.364369224, 674209.7759381308 7030166.157310387)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2876,37208,N15274E19049-N15277E19051,23,14,60.869565,"MULTIPOLYGON (((685781.2617516761 7031277.573201078, 686379.8034286164 7031335.012464141, 686303.9553169406 7032131.911876263, 685705.5635510026 7032074.441398063, 685781.2617516761 7031277.573201078)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2877,37209,N15274E19052-N15274E19053,12,10,83.333333,"MULTIPOLYGON (((686379.8034286164 7031335.012464141, 686778.8244847088 7031373.291862143, 686759.8700813347 7031572.519091486, 686360.8388527352 7031534.229790245, 686379.8034286164 7031335.012464141)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2878,37210,N15274E19077-N15274E19077,30,24,80,"MULTIPOLYGON (((691367.6287738845 7031813.434465043, 691567.139445911 7031832.563317222, 691548.1862508775 7032031.800454051, 691348.675532 7032012.671605524, 691367.6287738845 7031813.434465043)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2879,37211,N15274E19089-N15274E19090,16,12,75,"MULTIPOLYGON (((693761.6191231379 7032042.972545403, 694160.6413730051 7032081.220733605, 694141.6987344848 7032280.457719848, 693742.6763942704 7032242.20952466, 693761.6191231379 7032042.972545403)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_287a,37212,N15274E19091-N15274E19091,97,78,80.412371,"MULTIPOLYGON (((694160.6413730051 7032081.220733605, 694360.1525533964 7032100.349774978, 694341.2098758692 7032299.576770074, 694141.6987344848 7032280.457719848, 694160.6413730051 7032081.220733605)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_287b,37213,N15274E19094-N15275E19095,25,15,60,"MULTIPOLYGON (((694759.1747725345 7032138.587768356, 695158.2071062481 7032176.835538684, 695120.3221880161 7032575.2995846765, 694721.2997525631 7032537.061710808, 694759.1747725345 7032138.587768356)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_287c,37214,N15274E19106-N15274E19107,34,27,79.411765,"MULTIPOLYGON (((697153.3188291044 7032368.0128417965, 697552.3412970431 7032406.249900974, 697533.4094213705 7032605.486862127, 697134.3868630617 7032567.249796012, 697153.3188291044 7032368.0128417965)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_287d,37215,N15274E19108-N15274E19108,32,20,62.5,"MULTIPOLYGON (((697552.3412970431 7032406.249900974, 697751.8524600922 7032425.358385876, 697732.9206296057 7032624.595350498, 697533.4094213705 7032605.486862127, 697552.3412970431 7032406.249900974)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_287e,37216,N15274E19109-N15274E19109,13,8,61.538462,"MULTIPOLYGON (((697751.8524600922 7032425.358385876, 697951.3637162225 7032444.476832052, 697932.4319309226 7032643.713800139, 697732.9206296057 7032624.595350498, 697751.8524600922 7032425.358385876)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_287f,37217,N15274E19110-N15275E19111,29,22,75.862069,"MULTIPOLYGON (((697951.3637162225 7032444.476832052, 698350.3861708362 7032482.703629674, 698312.5227722599 7032881.177612957, 697913.4901421017 7032842.95088574, 697951.3637162225 7032444.476832052)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2880,37218,N15274E19137-N15274E19137,38,22,57.894737,"MULTIPOLYGON (((703338.0337493188 7032960.35902568, 703537.5342104003 7032979.457625945, 703518.6237752679 7033178.705079117, 703319.1132782691 7033159.606523087, 703338.0337493188 7032960.35902568)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2881,37219,N15274E19138-N15274E19138,99,68,68.686869,"MULTIPOLYGON (((703537.5342104003 7032979.457625945, 703737.0446742414 7032998.5561156, 703718.1242855309 7033197.803693046, 703518.6237752679 7033178.705079117, 703537.5342104003 7032979.457625945)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2882,37220,N15274E19139-N15274E19140,28,18,64.285714,"MULTIPOLYGON (((703737.0446742414 7032998.5561156, 704136.0656259547 7033036.753015833, 704117.1452352991 7033235.990678636, 703718.1242855309 7033197.803693046, 703737.0446742414 7032998.5561156)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2883,37221,N15274E19142-N15274E19142,60,37,61.666667,"MULTIPOLYGON (((704335.5760295313 7033055.841431722, 704535.0865254019 7033074.939815922, 704516.1663013825 7033274.187553437, 704316.6557643381 7033255.089129223, 704335.5760295313 7033055.841431722)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2884,37222,N15274E19143-N15274E19145,33,5,15.151515,"MULTIPOLYGON (((704535.0865254019 7033074.939815922, 705133.6079819751 7033132.224899835, 705114.6977919305 7033331.462678446, 704516.1663013825 7033274.187553437, 704535.0865254019 7033074.939815922)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2885,37223,N15274E19148-N15274E19148,33,13,39.393939,"MULTIPOLYGON (((705532.6289614016 7033170.411436112, 705732.1394209492 7033189.499667315, 705713.2194439856 7033388.747644925, 705513.7188537075 7033369.649294748, 705532.6289614016 7033170.411436112)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2886,37224,N15274E19149-N15274E19149,71,47,66.197183,"MULTIPOLYGON (((705732.1394209492 7033189.499667315, 705931.6498884832 7033208.587872114, 705912.7299526987 7033407.835889739, 705713.2194439856 7033388.747644925, 705732.1394209492 7033189.499667315)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2887,37225,N15274E19150-N15274E19150,59,37,62.711864,"MULTIPOLYGON (((705931.6498884832 7033208.587872114, 706131.1604483118 7033227.686045204, 706112.2404693968 7033426.924108147, 705912.7299526987 7033407.835889739, 705931.6498884832 7033208.587872114)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2888,37226,N15274E19151-N15274E19151,114,68,59.649123,"MULTIPOLYGON (((706131.1604483118 7033227.686045204, 706330.6609370656 7033246.774281471, 706311.7510783904 7033446.022294845, 706112.2404693968 7033426.924108147, 706131.1604483118 7033227.686045204)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2889,37227,N15274E19152-N15274E19153,53,45,84.90566,"MULTIPOLYGON (((706330.6609370656 7033246.774281471, 706729.6819280115 7033284.950506208, 706710.7721516992 7033484.1985996, 706311.7510783904 7033446.022294845, 706330.6609370656 7033246.774281471)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_288a,37228,N15274E19155-N15274E19156,12,10,83.333333,"MULTIPOLYGON (((706929.1924354503 7033304.038578946, 707328.1239596596 7033342.325334963, 707309.2143447846 7033541.573554943, 706910.2827003206 7033503.286712352, 706929.1924354503 7033304.038578946)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_288b,37229,N15274E19157-N15274E19157,15,8,53.333333,"MULTIPOLYGON (((707328.1239596596 7033342.325334963, 707527.6339359046 7033361.403324782, 707508.7244402687 7033560.661585341, 707309.2143447846 7033541.573554943, 707328.1239596596 7033342.325334963)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_288c,37230,N15274E19158-N15275E19158,17,14,82.352941,"MULTIPOLYGON (((707527.6339359046 7033361.403324782, 707727.1440032459 7033380.49128399, 707689.4038369684 7033778.887591674, 707489.8937218393 7033759.799504451, 707527.6339359046 7033361.403324782)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_288d,37231,N15274E19159-N15274E19159,13,9,69.230769,"MULTIPOLYGON (((707727.1440032459 7033380.49128399, 707926.6540773597 7033399.579217873, 707907.7445672322 7033598.827575461, 707708.234458202 7033579.739595707, 707727.1440032459 7033380.49128399)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_288e,37232,N15274E19176-N15274E19177,69,46,66.666667,"MULTIPOLYGON (((711118.8642640392 7033704.772614679, 711517.8843439565 7033742.917705255, 711498.9752000986 7033942.167355379, 711099.9650503971 7033904.0220736135, 711118.8642640392 7033704.772614679)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_288f,37233,N15274E19203-N15280E19207,15,6,40,"MULTIPOLYGON (((716505.4835573568 7034219.6494269315, 717503.0170151789 7034314.934841666, 717370.7906582012 7035709.771149589, 716373.2358393449 7035614.484974677, 716505.4835573568 7034219.6494269315)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2890,37234,N15274E19218-N15274E19218,43,26,60.465116,"MULTIPOLYGON (((719498.0940648965 7034505.453424287, 719697.6048347307 7034524.508095111, 719678.7172241478 7034723.769189757, 719479.2164943127 7034704.724402777, 719498.0940648965 7034505.453424287)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2891,37235,N15274E19219-N15274E19219,113,60,53.097345,"MULTIPOLYGON (((719697.6048347307 7034524.508095111, 719897.115527608 7034543.552741893, 719878.2280406387 7034742.823857908, 719678.7172241478 7034723.769189757, 719697.6048347307 7034524.508095111)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2892,37236,N15274E19220-N15274E19220,33,25,75.757576,"MULTIPOLYGON (((719897.115527608 7034543.552741893, 720096.6163176086 7034562.607438785, 720077.7387801697 7034761.868502013, 719878.2280406387 7034742.823857908, 719897.115527608 7034543.552741893)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2893,37237,N15274E19221-N15274E19221,11,10,90.909091,"MULTIPOLYGON (((720096.6163176086 7034562.607438785, 720296.1270254098 7034581.652027154, 720277.2395323938 7034780.9132013805, 720077.7387801697 7034761.868502013, 720096.6163176086 7034562.607438785)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2894,37238,N15274E19222-N15274E19222,18,16,88.888889,"MULTIPOLYGON (((720296.1270254098 7034581.652027154, 720495.6377406694 7034600.696586317, 720476.750371275 7034799.9677819135, 720277.2395323938 7034780.9132013805, 720296.1270254098 7034581.652027154)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2895,37239,N15274E19223-N15274E19223,50,36,72,"MULTIPOLYGON (((720495.6377406694 7034600.696586317, 720695.1385530524 7034619.751195588, 720676.2611331845 7034819.012338388, 720476.750371275 7034799.9677819135, 720495.6377406694 7034600.696586317)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2896,37240,N15274E19224-N15274E19224,12,6,50,"MULTIPOLYGON (((720695.1385530524 7034619.751195588, 720894.6492832252 7034638.795696323, 720875.7619077814 7034838.056950118, 720676.2611331845 7034819.012338388, 720695.1385530524 7034619.751195588)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2897,37241,N15274E19225-N15274E19225,15,11,73.333333,"MULTIPOLYGON (((720894.6492832252 7034638.795696323, 721094.1500260847 7034657.8402523175, 721075.2726845995 7034857.101448157, 720875.7619077814 7034838.056950118, 720894.6492832252 7034638.795696323)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2898,37242,N15274E19235-N15277E19236,14,11,78.571429,"MULTIPOLYGON (((722889.6078961883 7034829.416249512, 723288.6218538061 7034867.490952676, 723213.1142585445 7035664.576750685, 722814.0999473513 7035626.502041404, 722889.6078961883 7034829.416249512)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_2899,37243,N15274E19253-N15274E19254,34,24,70.588235,"MULTIPOLYGON (((726480.7441171916 7035172.013635391, 726879.7582897638 7035210.077120218, 726860.8921937614 7035409.348447965, 726461.8779327802 7035371.284961664, 726480.7441171916 7035172.013635391)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_289a,37244,N15274E19255-N15274E19257,12,9,75,"MULTIPOLYGON (((726879.7582897638 7035210.077120218, 727478.2744443796 7035267.1521452, 727459.4084809945 7035466.423475148, 726860.8921937614 7035409.348447965, 726879.7582897638 7035210.077120218)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_289b,37245,N15274E19258-N15274E19258,24,18,75,"MULTIPOLYGON (((727478.2744443796 7035267.1521452, 727677.7864808714 7035286.17369753, 727658.9206462057 7035485.455023055, 727459.4084809945 7035466.423475148, 727478.2744443796 7035267.1521452)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_289c,37246,N15274E19259-N15274E19259,17,14,82.352941,"MULTIPOLYGON (((727677.7864808714 7035286.17369753, 727877.2886153231 7035305.205295351, 727858.4327351877 7035504.47654213, 727658.9206462057 7035485.455023055, 727677.7864808714 7035286.17369753)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_289d,37247,N15274E19260-N15274E19260,12,10,83.333333,"MULTIPOLYGON (((727877.2886153231 7035305.205295351, 728076.8006683728 7035324.226779718, 728057.9348376124 7035523.498111849, 727858.4327351877 7035504.47654213, 727877.2886153231 7035305.205295351)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_289e,37248,N15274E19264-N15274E19264,30,23,76.666667,"MULTIPOLYGON (((728675.1709254606 7035381.593212513, 728874.6844009643 7035400.615430781, 728855.8186949139 7035599.896667406, 728656.3051814877 7035580.874457008, 728675.1709254606 7035381.593212513)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_289f,37249,N15274E19279-N15278E19291,16,11,68.75,"MULTIPOLYGON (((731667.7835129827 7035666.883536295, 734261.3796604297 7035914.04341074, 734167.1260599734 7036910.438294117, 731573.4974621582 7036663.279187433, 731667.7835129827 7035666.883536295)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a0,37250,N15274E19315-N15274E19316,19,12,63.157895,"MULTIPOLYGON (((738849.8710494223 7036351.355756181, 739248.8891778449 7036389.35790479, 739230.0453638482 7036588.63853889, 738831.0272480184 7036550.646397356, 738849.8710494223 7036351.355756181)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a1,37251,N15274E19317-N15274E19317,29,23,79.310345,"MULTIPOLYGON (((739248.8891778449 7036389.35790479, 739448.3931699998 7036408.348973853, 739429.5493920161 7036607.629601825, 739230.0453638482 7036588.63853889, 739248.8891778449 7036389.35790479)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a2,37252,N15274E19318-N15274E19318,20,15,75,"MULTIPOLYGON (((739448.3931699998 7036408.348973853, 739647.8971688383 7036427.340007757, 739629.0635064273 7036626.630539758, 739429.5493920161 7036607.629601825, 739448.3931699998 7036408.348973853)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a3,37253,N15274E19319-N15274E19319,41,30,73.170732,"MULTIPOLYGON (((739647.8971688383 7036427.340007757, 739847.4012589873 7036446.341001315, 739828.5675479636 7036645.621532366, 739629.0635064273 7036626.630539758, 739647.8971688383 7036427.340007757)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a4,37254,N15274E19320-N15274E19320,23,17,73.913043,"MULTIPOLYGON (((739847.4012589873 7036446.341001315, 740046.9152661214 7036465.331880238, 740028.0716808107 7036664.622484629, 739828.5675479636 7036645.621532366, 739847.4012589873 7036446.341001315)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a5,37255,N15274E19321-N15274E19321,44,24,54.545455,"MULTIPOLYGON (((740046.9152661214 7036465.331880238, 740246.4192850033 7036484.322808657, 740227.5757357087 7036683.613406915, 740028.0716808107 7036664.622484629, 740046.9152661214 7036465.331880238)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a6,37256,N15274E19322-N15274E19322,19,9,47.368421,"MULTIPOLYGON (((740246.4192850033 7036484.322808657, 740445.9233951967 7036503.323696735, 740427.0897922176 7036702.604209377, 740227.5757357087 7036683.613406915, 740246.4192850033 7036484.322808657)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a7,37257,N15274E19325-N15274E19325,20,15,75,"MULTIPOLYGON (((740844.9414612766 7036541.305293125, 741044.4455068609 7036560.296080916, 741025.6120965692 7036759.586569945, 740826.0979353961 7036740.585878148, 740844.9414612766 7036541.305293125)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a8,37258,N15275E18635-N15277E18636,11,8,72.727273,"MULTIPOLYGON (((603162.2470317632 7023504.290750058, 603561.2922672076 7023543.037717403, 603503.8729956433 7024140.427644568, 603104.8376763752 7024101.680518136, 603162.2470317632 7023504.290750058)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28a9,37259,N15275E18637-N15276E18640,11,8,72.727273,"MULTIPOLYGON (((603561.2922672076 7023543.037717403, 604359.3626101033 7023620.51145544, 604321.0965008893 7024018.768033693, 603523.0160589246 7023941.29427834, 603561.2922672076 7023543.037717403)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28aa,37260,N15275E18674-N15275E18674,12,7,58.333333,"MULTIPOLYGON (((610943.7250475496 7024259.189220143, 611143.2422843871 7024278.539725039, 611124.1198134113 7024477.683871102, 610924.6025643499 7024458.3333371915, 610943.7250475496 7024259.189220143)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ab,37261,N15275E18675-N15275E18676,18,15,83.333333,"MULTIPOLYGON (((611143.2422843871 7024278.539725039, 611542.2766809785 7024317.230657844, 611523.1642289978 7024516.374778294, 611124.1198134113 7024477.683871102, 611143.2422843871 7024278.539725039)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ac,37262,N15275E18760-N15276E18761,12,10,83.333333,"MULTIPOLYGON (((628102.6447637222 7025921.007916689, 628501.6797521457 7025959.603389167, 628463.5066218221 7026357.93524198, 628064.4715124962 7026319.329705242, 628102.6447637222 7025921.007916689)))"
