FID,oid,idk,men,men_occ5,pt_men_occ5,geometry
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ad,37263,N15275E18775-N15279E18777,17,10,58.823529,"MULTIPOLYGON (((631095.4979444374 7026210.486127455, 631694.0531240894 7026268.36934125, 631598.6464519172 7027264.199411273, 631000.090945073 7027206.316079229, 631095.4979444374 7026210.486127455)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ae,37264,N15275E18778-N15277E18780,22,17,77.272727,"MULTIPOLYGON (((631694.0531240894 7026268.36934125, 632292.6081760845 7026326.232274079, 632235.3743769334 7026923.730206247, 631636.8091339987 7026865.867286295, 631694.0531240894 7026268.36934125)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28af,37265,N15275E18853-N15276E18854,15,13,86.666667,"MULTIPOLYGON (((646657.9034545181 7027713.738232861, 647056.941655029 7027752.239102158, 647018.842006403 7028150.600979472, 646619.8037152564 7028112.100096111, 646657.9034545181 7027713.738232861)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b0,37266,N15275E18862-N15279E18873,16,12,75,"MULTIPOLYGON (((648453.5653815515 7027886.976185602, 650847.6962134078 7028117.907003994, 650752.4994369907 7029113.846907047, 648358.3372179086 7028882.906069899, 648453.5653815515 7027886.976185602)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b1,37267,N15275E18890-N15277E18891,12,9,75,"MULTIPOLYGON (((654039.9783892552 7028425.6810509795, 654439.0174242527 7028464.139708299, 654381.9212333444 7029061.717947198, 653982.8820040583 7029023.259226838, 654039.9783892552 7028425.6810509795)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b2,37268,N15275E18913-N15276E18914,12,3,25,"MULTIPOLYGON (((658628.7876379925 7028867.885308673, 659027.816577495 7028906.322945243, 658989.7705733184 7029304.715461554, 658590.7415292846 7029266.277763762, 658628.7876379925 7028867.885308673)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b3,37269,N15275E18916-N15275E18917,18,13,72.222222,"MULTIPOLYGON (((659227.3360105981 7028925.536677902, 659626.364981962 7028963.97412912, 659607.3470582353 7029163.170375784, 659208.3080399155 7029124.7329779435, 659227.3360105981 7028925.536677902)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b4,37270,N15275E18938-N15275E18938,11,8,72.727273,"MULTIPOLYGON (((663616.6845879413 7029348.191671553, 663816.2040590842 7029367.394698719, 663797.1866842195 7029566.591266475, 663597.6771816295 7029547.388140015, 663616.6845879413 7029348.191671553)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b5,37271,N15275E18989-N15275E18989,23,19,82.608696,"MULTIPOLYGON (((673791.7632000382 7030327.007527973, 673991.2816477421 7030346.19091906, 673972.2857031571 7030545.398073412, 673772.7773053868 7030526.224574277, 673791.7632000382 7030327.007527973)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b6,37272,N15275E18991-N15275E18991,18,12,66.666667,"MULTIPOLYGON (((674190.7900225953 7030365.364369224, 674390.3084819014 7030384.547699737, 674371.3225893938 7030583.754807457, 674171.804185381 7030564.581452905, 674190.7900225953 7030365.364369224)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b7,37273,N15275E18992-N15275E18992,12,9,75,"MULTIPOLYGON (((674390.3084819014 7030384.547699737, 674589.816868352 7030403.721089321, 674570.831088576 7030602.9382103775, 674371.3225893938 7030583.754807457, 674390.3084819014 7030384.547699737)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b8,37274,N15275E19001-N15275E19002,40,24,60,"MULTIPOLYGON (((676185.9242311801 7030557.116773967, 676584.9511088098 7030595.462893446, 676565.975610887 7030794.680117287, 676166.9386811687 7030756.334044475, 676185.9242311801 7030557.116773967)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28b9,37275,N15275E19003-N15275E19003,31,14,45.16129,"MULTIPOLYGON (((676584.9511088098 7030595.462893446, 676784.4695536311 7030614.6358657135, 676765.4840057567 7030813.84319759, 676565.975610887 7030794.680117287, 676584.9511088098 7030595.462893446)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ba,37276,N15275E19004-N15275E19004,13,7,53.846154,"MULTIPOLYGON (((676784.4695536311 7030614.6358657135, 676983.9779255664 7030633.7988970345, 676965.0024850894 7030833.016158221, 676765.4840057567 7030813.84319759, 676784.4695536311 7030614.6358657135)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28bb,37277,N15275E19011-N15276E19011,12,9,75,"MULTIPOLYGON (((678181.0585987373 7030748.8161749095, 678380.5670111603 7030767.978994017, 678342.6165266727 7031166.413807984, 678143.0980621533 7031147.251035585, 678181.0585987373 7030748.8161749095)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28bc,37278,N15275E19013-N15276E19014,39,27,69.230769,"MULTIPOLYGON (((678580.0854240076 7030787.141698756, 678979.0311095905 7030825.514846941, 678941.0809517787 7031223.950030754, 678542.1250023257 7031185.5766341, 678580.0854240076 7030787.141698756)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28bd,37279,N15275E19077-N15275E19077,16,12,75,"MULTIPOLYGON (((691348.675532 7032012.671605524, 691548.1862508775 7032031.800454051, 691529.2429573247 7032231.027546654, 691329.7221968326 7032211.898786014, 691348.675532 7032012.671605524)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28be,37280,N15275E19087-N15275E19087,21,13,61.904762,"MULTIPOLYGON (((693343.65400555 7032203.951201375, 693543.1651954498 7032223.080379698, 693524.2224126287 7032422.317388719, 693324.711177555 7032403.188206895, 693343.65400555 7032203.951201375)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28bf,37281,N15275E19089-N15277E19091,39,30,76.923077,"MULTIPOLYGON (((693742.6763942704 7032242.20952466, 694341.2098758692 7032299.576770074, 694284.381959012 7032897.277944181, 693685.8480708174 7032839.910667335, 693742.6763942704 7032242.20952466)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c0,37282,N15275E19092-N15275E19092,74,61,82.432432,"MULTIPOLYGON (((694341.2098758692 7032299.576770074, 694540.7211103434 7032318.705781574, 694521.7884640048 7032517.932729186, 694322.2672737507 7032498.813793064, 694341.2098758692 7032299.576770074)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c1,37283,N15275E19093-N15275E19093,55,40,72.727273,"MULTIPOLYGON (((694540.7211103434 7032318.705781574, 694740.2422643241 7032337.824680841, 694721.2997525631 7032537.061710808, 694521.7884640048 7032517.932729186, 694540.7211103434 7032318.705781574)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c2,37284,N15275E19105-N15275E19105,14,8,57.142857,"MULTIPOLYGON (((696934.8656866382 7032548.141291794, 697134.3868630617 7032567.249796012, 697115.4448934905 7032766.48686774, 696915.9336666673 7032747.378275803, 696934.8656866382 7032548.141291794)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c3,37285,N15275E19106-N15276E19106,56,49,87.5,"MULTIPOLYGON (((697134.3868630617 7032567.249796012, 697333.8981377817 7032586.368345754, 697296.0242750611 7032984.842445159, 697096.5129099658 7032965.723888478, 697134.3868630617 7032567.249796012)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c4,37286,N15275E19107-N15275E19107,46,36,78.26087,"MULTIPOLYGON (((697333.8981377817 7032586.368345754, 697533.4094213705 7032605.486862127, 697514.4675421731 7032804.723940794, 697314.9562133971 7032785.605420951, 697333.8981377817 7032586.368345754)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c5,37287,N15275E19108-N15275E19108,29,18,62.068966,"MULTIPOLYGON (((697533.4094213705 7032605.486862127, 697732.9206296057 7032624.595350498, 697713.9787955962 7032823.832432631, 697514.4675421731 7032804.723940794, 697533.4094213705 7032605.486862127)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c6,37288,N15275E19109-N15275E19109,33,20,60.606061,"MULTIPOLYGON (((697732.9206296057 7032624.595350498, 697932.4319309226 7032643.713800139, 697913.4901421017 7032842.95088574, 697713.9787955962 7032823.832432631, 697732.9206296057 7032624.595350498)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c7,37289,N15275E19137-N15275E19138,62,26,41.935484,"MULTIPOLYGON (((703319.1132782691 7033159.606523087, 703718.1242855309 7033197.803693046, 703699.203804635 7033397.041302131, 703300.1927150347 7033358.844052131, 703319.1132782691 7033159.606523087)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c8,37290,N15275E19139-N15275E19139,12,6,50,"MULTIPOLYGON (((703718.1242855309 7033197.803693046, 703917.6347142678 7033216.892201685, 703898.7143588301 7033416.139845466, 703699.203804635 7033397.041302131, 703718.1242855309 7033197.803693046)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28c9,37291,N15275E19140-N15275E19140,25,21,84,"MULTIPOLYGON (((703917.6347142678 7033216.892201685, 704117.1452352991 7033235.990678636, 704098.2249210356 7033435.23836244, 703898.7143588301 7033416.139845466, 703917.6347142678 7033216.892201685)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ca,37292,N15275E19141-N15275E19141,62,44,70.967742,"MULTIPOLYGON (((704117.1452352991 7033235.990678636, 704316.6557643381 7033255.089129223, 704297.7354912495 7033454.336853047, 704098.2249210356 7033435.23836244, 704117.1452352991 7033235.990678636)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28cb,37293,N15275E19142-N15275E19142,39,29,74.358974,"MULTIPOLYGON (((704316.6557643381 7033255.089129223, 704516.1663013825 7033274.187553437, 704497.2459851764 7033473.425322599, 704297.7354912495 7033454.336853047, 704316.6557643381 7033255.089129223)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28cc,37294,N15275E19143-N15275E19143,74,37,50,"MULTIPOLYGON (((704516.1663013825 7033274.187553437, 704715.6767621354 7033293.275956594, 704696.7565713988 7033492.523760458, 704497.2459851764 7033473.425322599, 704516.1663013825 7033274.187553437)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28cd,37295,N15275E19144-N15275E19144,33,26,78.787879,"MULTIPOLYGON (((704715.6767621354 7033293.275956594, 704915.1873151829 7033312.374328057, 704896.2671656233 7033511.622171938, 704696.7565713988 7033492.523760458, 704715.6767621354 7033293.275956594)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28ce,37296,N15275E19145-N15275E19145,17,11,64.705882,"MULTIPOLYGON (((704915.1873151829 7033312.374328057, 705114.6977919305 7033331.462678446, 705095.7776835486 7033530.710562345, 704896.2671656233 7033511.622171938, 704915.1873151829 7033312.374328057)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28cf,37297,N15275E19146-N15275E19146,32,22,68.75,"MULTIPOLYGON (((705114.6977919305 7033331.462678446, 705314.208360973 7033350.560997139, 705295.2882937695 7033549.808921058, 705095.7776835486 7033530.710562345, 705114.6977919305 7033331.462678446)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d0,37298,N15275E19147-N15275E19148,27,18,66.666667,"MULTIPOLYGON (((705314.208360973 7033350.560997139, 705713.2194439856 7033388.747644925, 705694.3094538923 7033587.995564608, 705295.2882937695 7033549.808921058, 705314.208360973 7033350.560997139)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d1,37299,N15275E19149-N15275E19149,34,20,58.823529,"MULTIPOLYGON (((705713.2194439856 7033388.747644925, 705912.7299526987 7033407.835889739, 705893.929942563 7033607.082929224, 705694.3094538923 7033587.995564608, 705713.2194439856 7033388.747644925)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d2,37300,N15275E19150-N15275E19150,30,12,40,"MULTIPOLYGON (((705912.7299526987 7033407.835889739, 706112.2404693968 7033426.924108147, 706093.4405681357 7033626.181212635, 705893.929942563 7033607.082929224, 705912.7299526987 7033407.835889739)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d3,37301,N15275E19151-N15275E19151,29,15,51.724138,"MULTIPOLYGON (((706112.2404693968 7033426.924108147, 706311.7510783904 7033446.022294845, 706292.95111632 7033645.269474142, 706093.4405681357 7033626.181212635, 706112.2404693968 7033426.924108147)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d4,37302,N15275E19152-N15275E19153,18,14,77.777778,"MULTIPOLYGON (((706311.7510783904 7033446.022294845, 706710.7721516992 7033484.1985996, 706691.9723177218 7033683.455910275, 706292.95111632 7033645.269474142, 706311.7510783904 7033446.022294845)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d5,37303,N15275E19154-N15275E19154,36,21,58.333333,"MULTIPOLYGON (((706710.7721516992 7033484.1985996, 706910.2827003206 7033503.286712352, 706891.4828866319 7033702.544090179, 706691.9723177218 7033683.455910275, 706710.7721516992 7033484.1985996)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d6,37304,N15275E19155-N15275E19155,33,17,51.515152,"MULTIPOLYGON (((706910.2827003206 7033503.286712352, 707109.7832621598 7033522.374882959, 707090.9934624442 7033721.632242874, 706891.4828866319 7033702.544090179, 706910.2827003206 7033503.286712352)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d7,37305,N15275E19156-N15275E19156,57,46,80.701754,"MULTIPOLYGON (((707109.7832621598 7033522.374882959, 707309.2143447846 7033541.573554943, 707290.3836129846 7033740.711393344, 707090.9934624442 7033721.632242874, 707109.7832621598 7033522.374882959)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d8,37306,N15275E19157-N15275E19157,22,17,77.272727,"MULTIPOLYGON (((707309.2143447846 7033541.573554943, 707508.7244402687 7033560.661585341, 707489.8937218393 7033759.799504451, 707290.3836129846 7033740.711393344, 707309.2143447846 7033541.573554943)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28d9,37307,N15275E19162-N15275E19162,37,27,72.972973,"MULTIPOLYGON (((708306.8438017622 7033636.892896289, 708506.3538254037 7033655.970839725, 708487.4441915631 7033855.219712107, 708287.9341356705 7033836.141715227, 708306.8438017622 7033636.892896289)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28da,37308,N15275E19163-N15275E19164,25,16,64,"MULTIPOLYGON (((708506.3538254037 7033655.970839725, 708905.3639810756 7033694.136733877, 708886.464490793 7033893.395623595, 708487.4441915631 7033855.219712107, 708506.3538254037 7033655.970839725)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28db,37309,N15275E19165-N15276E19165,14,6,42.857143,"MULTIPOLYGON (((708905.3639810756 7033694.136733877, 709104.8741078371 7033713.224600292, 709067.0650222276 7034111.7226053, 708867.554915284 7034092.644626735, 708905.3639810756 7033694.136733877)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28dc,37310,N15275E19166-N15278E19166,15,8,53.333333,"MULTIPOLYGON (((709104.8741078371 7033713.224600292, 709304.384156536 7033732.302448029, 709228.7561792502 7034529.308846364, 709029.2460015302 7034510.230784827, 709104.8741078371 7033713.224600292)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28dd,37311,N15275E19167-N15278E19169,13,11,84.615385,"MULTIPOLYGON (((709304.384156536 7033732.302448029, 709902.9144245271 7033789.545842342, 709827.2868343173 7034586.552882084, 709228.7561792502 7034529.308846364, 709304.384156536 7033732.302448029)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28de,37312,N15275E19170-N15275E19175,38,29,76.315789,"MULTIPOLYGON (((709902.9144245271 7033789.545842342, 711099.9650503971 7033904.0220736135, 711081.0558358657 7034103.271640769, 709884.0050164568 7033988.795088835, 709902.9144245271 7033789.545842342)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28df,37313,N15275E19176-N15275E19176,23,18,78.26087,"MULTIPOLYGON (((711099.9650503971 7033904.0220736135, 711299.4751616616 7033923.099681724, 711280.5659793888 7034122.349302323, 711081.0558358657 7034103.271640769, 711099.9650503971 7033904.0220736135)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e0,37314,N15275E19213-N15276E19216,17,12,70.588235,"MULTIPOLYGON (((718481.6726404557 7034609.460388445, 719279.7056927583 7034685.669676222, 719241.9303771254 7035084.201841303, 718443.8970113081 7035007.992341252, 718481.6726404557 7034609.460388445)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e1,37315,N15275E19217-N15275E19217,15,11,73.333333,"MULTIPOLYGON (((719279.7056927583 7034685.669676222, 719479.2164943127 7034704.724402777, 719460.3288371662 7034903.985499917, 719260.8179964221 7034884.930746831, 719279.7056927583 7034685.669676222)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e2,37316,N15275E19218-N15275E19218,28,14,50,"MULTIPOLYGON (((719479.2164943127 7034704.724402777, 719678.7172241478 7034723.769189757, 719659.8396009584 7034923.030228957, 719460.3288371662 7034903.985499917, 719479.2164943127 7034704.724402777)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e3,37317,N15275E19219-N15275E19219,55,45,81.818182,"MULTIPOLYGON (((719678.7172241478 7034723.769189757, 719878.2280406387 7034742.823857908, 719859.3404618709 7034942.085008106, 719659.8396009584 7034923.030228957, 719678.7172241478 7034723.769189757)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e4,37318,N15275E19220-N15275E19220,26,17,65.384615,"MULTIPOLYGON (((719878.2280406387 7034742.823857908, 720077.7387801697 7034761.868502013, 720058.8512405931 7034961.129678738, 719859.3404618709 7034942.085008106, 719878.2280406387 7034742.823857908)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e5,37319,N15275E19222-N15276E19224,15,10,66.666667,"MULTIPOLYGON (((720277.2395323938 7034780.9132013805, 720875.7619077814 7034838.056950118, 720838.0072087742 7035236.589370719, 720239.4746034492 7035179.445547294, 720277.2395323938 7034780.9132013805)))"
rectangles_200m_menage_erbm.fid-3b922062_1898782eb13_28e6,37320,N15275E19225-N15275E19226,11,9,81.818182,"MULTIPOLYGON (((720875.7619077814 7034838.056950118, 721274.7834688695 7034876.145916976, 721255.9062436576 7035075.417163229, 720856.8846041762 7035037.328143324, 720875.7619077814 7034838.056950118)))"
